2026-04-22T18:49:27.305848100Z INFO Starting — 20 threads available
2026-04-22T18:49:45.831857300Z INFO Batch 777: 10000 rows processed
2026-04-22T18:49:45.844416Z INFO Batch 778: 10000 rows processed
2026-04-22T18:49:45.860535400Z INFO Batch 779: 10000 rows processed
2026-04-22T18:49:45.873078600Z INFO Batch 780: 10000 rows processed
2026-04-22T18:49:46.069471700Z INFO Batch 781: 10000 rows processed
2026-04-22T18:49:46.078035Z INFO Batch 782: 10000 rows processed
2026-04-22T18:49:46.087555Z INFO Batch 783: 10000 rows processed
2026-04-22T18:49:46.098069400Z INFO Batch 784: 10000 rows processed
2026-04-22T18:49:46.107592300Z INFO Batch 785: 10000 rows processed
2026-04-22T18:49:46.118180800Z INFO Batch 786: 10000 rows processed
2026-04-22T18:49:46.129731700Z INFO Batch 787: 10000 rows processed
2026-04-22T18:49:46.138765700Z INFO Batch 788: 10000 rows processed
2026-04-22T18:49:46.148065300Z INFO Batch 789: 10000 rows processed
2026-04-22T18:49:46.158591400Z INFO Batch 790: 10000 rows processed
2026-04-22T18:49:46.169632Z INFO Batch 791: 10000 rows processed
2026-04-22T18:49:46.178653700Z INFO Batch 792: 10000 rows processed
2026-04-22T18:49:46.187876800Z INFO Batch 793: 10000 rows processed
2026-04-22T18:49:46.198255Z INFO Batch 794: 10000 rows processed
2026-04-22T18:49:46.207831300Z INFO Batch 795: 10000 rows processed
2026-04-22T18:49:46.217352400Z INFO Batch 796: 10000 rows processed
2026-04-22T18:49:46.226898500Z INFO Batch 797: 10000 rows processed
2026-04-22T18:49:46.236990400Z INFO Batch 798: 10000 rows processed
2026-04-22T18:49:46.384373300Z INFO Batch 799: 10000 rows processed
2026-04-22T18:49:46.394901400Z INFO Batch 800: 10000 rows processed
2026-04-22T18:49:46.405699900Z INFO Batch 801: 10000 rows processed
2026-04-22T18:49:46.416215Z INFO Batch 802: 10000 rows processed
2026-04-22T18:49:46.425763600Z INFO Batch 803: 10000 rows processed
2026-04-22T18:49:46.436031600Z INFO Batch 804: 10000 rows processed
2026-04-22T18:49:46.445569200Z INFO Batch 805: 10000 rows processed
2026-04-22T18:49:46.632082200Z INFO Batch 806: 10000 rows processed
2026-04-22T18:49:46.642607600Z INFO Batch 807: 10000 rows processed
2026-04-22T18:49:46.652306Z INFO Batch 808: 10000 rows processed
2026-04-22T18:49:46.663901500Z INFO Batch 809: 10000 rows processed
2026-04-22T18:49:46.674445Z INFO Batch 810: 10000 rows processed
2026-04-22T18:49:46.686044800Z INFO Batch 811: 10000 rows processed
2026-04-22T18:49:46.696588700Z INFO Batch 812: 10000 rows processed
2026-04-22T18:49:46.707148800Z INFO Batch 813: 10000 rows processed
2026-04-22T18:49:46.717670600Z INFO Batch 814: 10000 rows processed
2026-04-22T18:49:46.727217300Z INFO Batch 815: 10000 rows processed
2026-04-22T18:49:46.737324700Z INFO Batch 816: 10000 rows processed
2026-04-22T18:49:46.748891800Z INFO Batch 817: 10000 rows processed
2026-04-22T18:49:46.759944200Z INFO Batch 818: 10000 rows processed
2026-04-22T18:49:46.770477400Z INFO Batch 819: 10000 rows processed
2026-04-22T18:49:46.780002500Z INFO Batch 820: 10000 rows processed
2026-04-22T18:49:46.792541500Z INFO Batch 821: 10000 rows processed
2026-04-22T18:49:46.802066700Z INFO Batch 822: 10000 rows processed
2026-04-22T18:49:46.954492200Z INFO Batch 823: 10000 rows processed
2026-04-22T18:49:46.964994800Z INFO Batch 824: 10000 rows processed
2026-04-22T18:49:46.975536500Z INFO Batch 825: 10000 rows processed
2026-04-22T18:49:46.984679600Z INFO Batch 826: 10000 rows processed
2026-04-22T18:49:46.994217400Z INFO Batch 827: 10000 rows processed
2026-04-22T18:49:47.004768Z INFO Batch 828: 10000 rows processed
2026-04-22T18:49:47.013833300Z INFO Batch 829: 10000 rows processed
2026-04-22T18:49:47.208948100Z INFO Batch 830: 10000 rows processed
2026-04-22T18:49:47.219983500Z INFO Batch 831: 10000 rows processed
2026-04-22T18:49:47.230515300Z INFO Batch 832: 10000 rows processed
2026-04-22T18:49:47.240077300Z INFO Batch 833: 10000 rows processed
2026-04-22T18:49:47.251705900Z INFO Batch 834: 10000 rows processed
2026-04-22T18:49:47.264244500Z INFO Batch 835: 10000 rows processed
2026-04-22T18:49:47.274796500Z INFO Batch 836: 10000 rows processed
2026-04-22T18:49:47.284333200Z INFO Batch 837: 10000 rows processed
2026-04-22T18:49:47.294910900Z INFO Batch 838: 10000 rows processed
2026-04-22T18:49:47.305432900Z INFO Batch 839: 10000 rows processed
2026-04-22T18:49:47.315042900Z INFO Batch 840: 10000 rows processed
2026-04-22T18:49:47.326173700Z INFO Batch 841: 10000 rows processed
2026-04-22T18:49:47.336878500Z INFO Batch 842: 10000 rows processed
2026-04-22T18:49:47.346517400Z INFO Batch 843: 10000 rows processed
2026-04-22T18:49:47.477918300Z INFO Batch 844: 10000 rows processed
2026-04-22T18:49:47.493972100Z INFO Batch 845: 10000 rows processed
2026-04-22T18:49:47.505515900Z INFO Batch 846: 10000 rows processed
2026-04-22T18:49:47.518060800Z INFO Batch 847: 10000 rows processed
2026-04-22T18:49:47.532343200Z INFO Batch 848: 10000 rows processed
2026-04-22T18:49:47.543912600Z INFO Batch 849: 10000 rows processed
2026-04-22T18:49:47.555641300Z INFO Batch 850: 10000 rows processed
2026-04-22T18:49:47.566015200Z INFO Batch 851: 10000 rows processed
2026-04-22T18:49:47.576534200Z INFO Batch 852: 10000 rows processed
2026-04-22T18:49:47.760467800Z INFO Batch 853: 10000 rows processed
2026-04-22T18:49:47.774038700Z INFO Batch 854: 10000 rows processed
2026-04-22T18:49:47.784614300Z INFO Batch 855: 10000 rows processed
2026-04-22T18:49:47.794150800Z INFO Batch 856: 10000 rows processed
2026-04-22T18:49:47.804705500Z INFO Batch 857: 10000 rows processed
2026-04-22T18:49:47.814341500Z INFO Batch 858: 10000 rows processed
2026-04-22T18:49:47.824890800Z INFO Batch 859: 10000 rows processed
2026-04-22T18:49:47.834720500Z INFO Batch 860: 10000 rows processed
2026-04-22T18:49:47.844258100Z INFO Batch 861: 10000 rows processed
2026-04-22T18:49:47.854792800Z INFO Batch 862: 10000 rows processed
2026-04-22T18:49:47.864334900Z INFO Batch 863: 10000 rows processed
2026-04-22T18:49:47.874878700Z INFO Batch 864: 10000 rows processed
2026-04-22T18:49:48.016575400Z INFO Batch 865: 10000 rows processed
2026-04-22T18:49:48.033155300Z INFO Batch 866: 10000 rows processed
2026-04-22T18:49:48.041688100Z INFO Batch 867: 10000 rows processed
2026-04-22T18:49:48.052215700Z INFO Batch 868: 10000 rows processed
2026-04-22T18:49:48.061751700Z INFO Batch 869: 10000 rows processed
2026-04-22T18:49:48.071295300Z INFO Batch 870: 10000 rows processed
2026-04-22T18:49:48.081847300Z INFO Batch 871: 10000 rows processed
2026-04-22T18:49:48.093397700Z INFO Batch 872: 10000 rows processed
2026-04-22T18:49:48.103937300Z INFO Batch 873: 10000 rows processed
2026-04-22T18:49:48.112465700Z INFO Batch 874: 10000 rows processed
2026-04-22T18:49:48.247532600Z INFO Batch 875: 10000 rows processed
2026-04-22T18:49:48.262630Z INFO Batch 876: 10000 rows processed
2026-04-22T18:49:48.271389700Z INFO Batch 877: 10000 rows processed
2026-04-22T18:49:48.281932300Z INFO Batch 878: 10000 rows processed
2026-04-22T18:49:48.290458400Z INFO Batch 879: 10000 rows processed
2026-04-22T18:49:48.299969100Z INFO Batch 880: 10000 rows processed
2026-04-22T18:49:48.308981400Z INFO Batch 881: 10000 rows processed
2026-04-22T18:49:48.318442900Z INFO Batch 882: 10000 rows processed
2026-04-22T18:49:48.329984900Z INFO Batch 883: 10000 rows processed
2026-04-22T18:49:48.340280700Z INFO Batch 884: 10000 rows processed
2026-04-22T18:49:48.351820500Z INFO Batch 885: 10000 rows processed
2026-04-22T18:49:48.482226800Z INFO Batch 886: 10000 rows processed
2026-04-22T18:49:48.492816700Z INFO Batch 887: 10000 rows processed
2026-04-22T18:49:48.504370300Z INFO Batch 888: 10000 rows processed
2026-04-22T18:49:48.513927500Z INFO Batch 889: 10000 rows processed
2026-04-22T18:49:48.524461900Z INFO Batch 890: 10000 rows processed
2026-04-22T18:49:48.534529400Z INFO Batch 891: 10000 rows processed
2026-04-22T18:49:48.544077700Z INFO Batch 892: 10000 rows processed
2026-04-22T18:49:48.553607500Z INFO Batch 893: 10000 rows processed
2026-04-22T18:49:48.563154800Z INFO Batch 894: 10000 rows processed
2026-04-22T18:49:48.686336100Z INFO Batch 895: 10000 rows processed
2026-04-22T18:49:48.699813900Z INFO Batch 896: 10000 rows processed
2026-04-22T18:49:48.710481Z INFO Batch 897: 10000 rows processed
2026-04-22T18:49:48.721757300Z INFO Batch 898: 10000 rows processed
2026-04-22T18:49:48.731292100Z INFO Batch 899: 10000 rows processed
2026-04-22T18:49:48.743369300Z INFO Batch 900: 10000 rows processed
2026-04-22T18:49:48.753948400Z INFO Batch 901: 10000 rows processed
2026-04-22T18:49:48.763495300Z INFO Batch 902: 10000 rows processed
2026-04-22T18:49:48.773068900Z INFO Batch 903: 10000 rows processed
2026-04-22T18:49:48.884726100Z INFO Batch 904: 10000 rows processed
2026-04-22T18:49:48.895267700Z INFO Batch 905: 10000 rows processed
2026-04-22T18:49:48.904804400Z INFO Batch 906: 10000 rows processed
2026-04-22T18:49:48.914348100Z INFO Batch 907: 10000 rows processed
2026-04-22T18:49:48.923889200Z INFO Batch 908: 10000 rows processed
2026-04-22T18:49:48.933983600Z INFO Batch 909: 10000 rows processed
2026-04-22T18:49:48.943540100Z INFO Batch 910: 10000 rows processed
2026-04-22T18:49:49.046602400Z INFO Batch 911: 10000 rows processed
2026-04-22T18:49:49.058401700Z INFO Batch 912: 10000 rows processed
2026-04-22T18:49:49.067935800Z INFO Batch 913: 10000 rows processed
2026-04-22T18:49:49.078045800Z INFO Batch 914: 10000 rows processed
2026-04-22T18:49:49.088592500Z INFO Batch 915: 10000 rows processed
2026-04-22T18:49:49.099658400Z INFO Batch 916: 10000 rows processed
2026-04-22T18:49:49.108685800Z INFO Batch 917: 10000 rows processed
2026-04-22T18:49:49.202012400Z INFO Batch 918: 10000 rows processed
2026-04-22T18:49:49.215533300Z INFO Batch 919: 10000 rows processed
2026-04-22T18:49:49.228067Z INFO Batch 920: 10000 rows processed
2026-04-22T18:49:49.238946700Z INFO Batch 921: 10000 rows processed
2026-04-22T18:49:49.248477Z INFO Batch 922: 10000 rows processed
2026-04-22T18:49:49.261575Z INFO Batch 923: 10000 rows processed
2026-04-22T18:49:49.271113300Z INFO Batch 924: 10000 rows processed
2026-04-22T18:49:49.361318800Z INFO Batch 925: 10000 rows processed
2026-04-22T18:49:49.373886900Z INFO Batch 926: 10000 rows processed
2026-04-22T18:49:49.383436200Z INFO Batch 927: 10000 rows processed
2026-04-22T18:49:49.393998500Z INFO Batch 928: 10000 rows processed
2026-04-22T18:49:49.405533100Z INFO Batch 929: 10000 rows processed
2026-04-22T18:49:49.415625600Z INFO Batch 930: 10000 rows processed
2026-04-22T18:49:49.494283600Z INFO Batch 931: 10000 rows processed
2026-04-22T18:49:49.505857100Z INFO Batch 932: 10000 rows processed
2026-04-22T18:49:49.515328500Z INFO Batch 933: 10000 rows processed
2026-04-22T18:49:49.524858600Z INFO Batch 934: 10000 rows processed
2026-04-22T18:49:49.532413400Z INFO Batch 935: 10000 rows processed
2026-04-22T18:49:49.605091Z INFO Batch 936: 10000 rows processed
2026-04-22T18:49:49.614638400Z INFO Batch 937: 10000 rows processed
2026-04-22T18:49:49.624702700Z INFO Batch 938: 10000 rows processed
2026-04-22T18:49:49.632560100Z INFO Batch 939: 10000 rows processed
2026-04-22T18:49:49.641116400Z INFO Batch 940: 10000 rows processed
2026-04-22T18:49:49.650834500Z INFO Batch 941: 10000 rows processed
2026-04-22T18:49:49.727552200Z INFO Batch 942: 10000 rows processed
2026-04-22T18:49:49.738752Z INFO Batch 943: 10000 rows processed
2026-04-22T18:49:49.749675Z INFO Batch 944: 10000 rows processed
2026-04-22T18:49:49.758691Z INFO Batch 945: 10000 rows processed
2026-04-22T18:49:49.768240200Z INFO Batch 946: 10000 rows processed
2026-04-22T18:49:49.838502800Z INFO Batch 947: 10000 rows processed
2026-04-22T18:49:49.852578900Z INFO Batch 948: 10000 rows processed
2026-04-22T18:49:49.862093800Z INFO Batch 949: 10000 rows processed
2026-04-22T18:49:49.872644500Z INFO Batch 950: 10000 rows processed
2026-04-22T18:49:49.881162300Z INFO Batch 951: 10000 rows processed
2026-04-22T18:49:49.946953400Z INFO Batch 952: 10000 rows processed
2026-04-22T18:49:49.959761500Z INFO Batch 953: 10000 rows processed
2026-04-22T18:49:49.972317400Z INFO Batch 954: 10000 rows processed
2026-04-22T18:49:49.982848300Z INFO Batch 955: 10000 rows processed
2026-04-22T18:49:50.044071100Z INFO Batch 956: 10000 rows processed
2026-04-22T18:49:50.054635500Z INFO Batch 957: 10000 rows processed
2026-04-22T18:49:50.063164500Z INFO Batch 958: 10000 rows processed
2026-04-22T18:49:50.072727100Z INFO Batch 959: 10000 rows processed
2026-04-22T18:49:50.082315100Z INFO Batch 960: 10000 rows processed
2026-04-22T18:49:50.144010200Z INFO Batch 961: 10000 rows processed
2026-04-22T18:49:50.159574600Z INFO Batch 962: 10000 rows processed
2026-04-22T18:49:50.173313500Z INFO Batch 963: 10000 rows processed
2026-04-22T18:49:50.183865200Z INFO Batch 964: 10000 rows processed
2026-04-22T18:49:50.243982200Z INFO Batch 965: 10000 rows processed
2026-04-22T18:49:50.252507500Z INFO Batch 966: 10000 rows processed
2026-04-22T18:49:50.263059800Z INFO Batch 967: 10000 rows processed
2026-04-22T18:49:50.271582500Z INFO Batch 968: 10000 rows processed
2026-04-22T18:49:50.282114Z INFO Batch 969: 10000 rows processed
2026-04-22T18:49:50.340971800Z INFO Batch 970: 10000 rows processed
2026-04-22T18:49:50.352505Z INFO Batch 971: 10000 rows processed
2026-04-22T18:49:50.364055400Z INFO Batch 972: 10000 rows processed
2026-04-22T18:49:50.375107800Z INFO Batch 973: 10000 rows processed
2026-04-22T18:49:50.439852300Z INFO Batch 974: 10000 rows processed
2026-04-22T18:49:50.452399800Z INFO Batch 975: 10000 rows processed
2026-04-22T18:49:50.461949200Z INFO Batch 976: 10000 rows processed
2026-04-22T18:49:50.471481Z INFO Batch 977: 10000 rows processed
2026-04-22T18:49:50.530893Z INFO Batch 978: 10000 rows processed
2026-04-22T18:49:50.538881300Z INFO Batch 979: 10000 rows processed
2026-04-22T18:49:50.549885800Z INFO Batch 980: 10000 rows processed
2026-04-22T18:49:50.559896300Z INFO Batch 981: 10000 rows processed
2026-04-22T18:49:50.569742700Z INFO Batch 982: 10000 rows processed
2026-04-22T18:49:50.632930700Z INFO Batch 983: 10000 rows processed
2026-04-22T18:49:50.644448200Z INFO Batch 984: 10000 rows processed
2026-04-22T18:49:50.654979200Z INFO Batch 985: 10000 rows processed
2026-04-22T18:49:50.668692600Z INFO Batch 986: 10000 rows processed
2026-04-22T18:49:50.728953900Z INFO Batch 987: 10000 rows processed
2026-04-22T18:49:50.739650300Z INFO Batch 988: 10000 rows processed
2026-04-22T18:49:50.751182700Z INFO Batch 989: 10000 rows processed
2026-04-22T18:49:50.759689Z INFO Batch 990: 10000 rows processed
2026-04-22T18:49:50.769730700Z INFO Batch 991: 10000 rows processed
2026-04-22T18:49:50.831596700Z INFO Batch 992: 10000 rows processed
2026-04-22T18:49:50.843130200Z INFO Batch 993: 10000 rows processed
2026-04-22T18:49:50.852653500Z INFO Batch 994: 10000 rows processed
2026-04-22T18:49:50.861416200Z INFO Batch 995: 10000 rows processed
2026-04-22T18:49:50.923142500Z INFO Batch 996: 10000 rows processed
2026-04-22T18:49:50.931683500Z INFO Batch 997: 10000 rows processed
2026-04-22T18:49:50.942204800Z INFO Batch 998: 10000 rows processed
2026-04-22T18:49:50.953124900Z INFO Batch 999: 10000 rows processed
2026-04-22T18:49:51.012280700Z INFO Batch 1000: 10000 rows processed
2026-04-22T18:49:51.017293500Z INFO Processing took 23689 ms
2026-04-22T18:49:51.476692Z INFO All batches done — 10000000 total rows
2026-04-22T18:50:09.585112500Z INFO Written 10000000 rows to DB
2026-04-22T18:50:09.586111100Z INFO DB write took 18108 ms
2026-04-22T18:50:09.587111900Z INFO Total execution took 42275 ms
